dataset,algorithm,run,seed,stage,seconds,percent_of_runtime,runtime_sec
A-n45-k6,SSA,2,203028,Final cost evaluation,0.14699759999975015,5.314757554689666,2.7658382999999986
A-n45-k6,SSA,2,203028,Lamarckian write-back,0.16194879999923728,5.855324224819555,2.7658382999999986
A-n45-k6,SSA,2,203028,Position update,0.08494770000010021,3.0713183775096415,2.7658382999999986
A-n45-k6,SSA,2,203028,Other,0.05241639999886161,1.8951360966713648,2.7658382999999986
A-n45-k6,SSA,3,203029,Initialization,0.0058111000000025115,0.19464102946895187,2.9855473000000075
A-n45-k6,SSA,3,203029,Decode,0.11366559999966341,3.8071947478327717,2.9855473000000075
A-n45-k6,SSA,3,203029,Split,0.07254820000021311,2.4299799236211377,2.9855473000000075
A-n45-k6,SSA,3,203029,Vehicle repair,2.3109399000007187,77.40423003851632,2.9855473000000075
A-n45-k6,SSA,3,203029,2-opt local search,0.0,0.0,2.9855473000000075
A-n45-k6,SSA,3,203029,Relocate local search,0.0,0.0,2.9855473000000075
A-n45-k6,SSA,3,203029,Final cost evaluation,0.16207299999996394,5.428585907848907,2.9855473000000075
A-n45-k6,SSA,3,203029,Lamarckian write-back,0.1731438999993884,5.799402340716155,2.9855473000000075
A-n45-k6,SSA,3,203029,Position update,0.09179649999992989,3.0746958857402684,2.9855473000000075
A-n45-k6,SSA,3,203029,Other,0.05556910000012749,1.8612701262554894,2.9855473000000075
A-n45-k6,M-WOA,1,204027,Initialization,0.006039999999998713,0.08371663145507335,7.214814899999993
A-n45-k6,M-WOA,1,204027,Decode,0.09700640000026794,1.3445445426502631,7.214814899999993
A-n45-k6,M-WOA,1,204027,Split,0.06314180000020997,0.8751686755014328,7.214814899999993
A-n45-k6,M-WOA,1,204027,Vehicle repair,1.9242068999998878,26.670218524939422,7.214814899999993
A-n45-k6,M-WOA,1,204027,2-opt local search,2.3850327999998484,33.05743574931979,7.214814899999993
A-n45-k6,M-WOA,1,204027,Relocate local search,2.3274212999999975,32.258919074971686,7.214814899999993
A-n45-k6,M-WOA,1,204027,Final cost evaluation,0.08684559999970531,1.2037121007734433,7.214814899999993
A-n45-k6,M-WOA,1,204027,Lamarckian write-back,0.1587474000017295,2.200297612648796,7.214814899999993
A-n45-k6,M-WOA,1,204027,Position update,0.1069289000000424,1.4820740584771275,7.214814899999993
A-n45-k6,M-WOA,1,204027,Other,0.059443799998305735,0.8239130292629654,7.214814899999993
A-n45-k6,M-WOA,2,204028,Initialization,0.00317619999999863,0.10247129984139323,3.099599600000005
A-n45-k6,M-WOA,2,204028,Decode,0.052127200000427365,1.681739796341027,3.099599600000005
A-n45-k6,M-WOA,2,204028,Split,0.042092099999919697,1.3579850765214847,3.099599600000005
A-n45-k6,M-WOA,2,204028,Vehicle repair,0.6705733000000578,21.634191074229612,3.099599600000005
A-n45-k6,M-WOA,2,204028,2-opt local search,1.2169910999997597,39.26284865954163,3.099599600000005
A-n45-k6,M-WOA,2,204028,Relocate local search,0.9002692000001673,29.044693385563924,3.099599600000005
A-n45-k6,M-WOA,2,204028,Final cost evaluation,0.036038700000531776,1.1626888840910845,3.099599600000005
A-n45-k6,M-WOA,2,204028,Lamarckian write-back,0.0918438999990201,2.9630891680015687,3.099599600000005
A-n45-k6,M-WOA,2,204028,Position update,0.0517334999999548,1.669038155765497,3.099599600000005
A-n45-k6,M-WOA,2,204028,Other,0.03475440000016761,1.121254500102773,3.099599600000005
A-n45-k6,M-WOA,3,204029,Initialization,0.0027704999999969004,0.0717009897142633,3.863963400000003
A-n45-k6,M-WOA,3,204029,Decode,0.05400580000062405,1.3976788703698386,3.863963400000003
A-n45-k6,M-WOA,3,204029,Split,0.04222889999991253,1.0928907866961808,3.863963400000003
A-n45-k6,M-WOA,3,204029,Vehicle repair,1.0849159000008086,28.07779959822621,3.863963400000003
A-n45-k6,M-WOA,3,204029,2-opt local search,1.4020287000007983,36.284730336752084,3.863963400000003
A-n45-k6,M-WOA,3,204029,Relocate local search,1.0468714999997957,27.093204350739835,3.863963400000003
A-n45-k6,M-WOA,3,204029,Final cost evaluation,0.049514600000122755,1.2814458853342845,3.863963400000003
A-n45-k6,M-WOA,3,204029,Lamarckian write-back,0.09446730000004777,2.4448290581646734,3.863963400000003
A-n45-k6,M-WOA,3,204029,Position update,0.05073379999986116,1.3129989792310435,3.863963400000003
A-n45-k6,M-WOA,3,204029,Other,0.03642639999803521,0.9427211447715882,3.863963400000003
A-n45-k6,M-SSA,1,205027,Initialization,0.002697799999992867,0.048203028339315224,5.596743799999999
A-n45-k6,M-SSA,1,205027,Decode,0.058172099999382,1.0393918692397892,5.596743799999999
A-n45-k6,M-SSA,1,205027,Split,0.04385950000018113,0.7836610280460067,5.596743799999999
A-n45-k6,M-SSA,1,205027,Vehicle repair,1.793534599999532,32.04603719754927,5.596743799999999
A-n45-k6,M-SSA,1,205027,2-opt local search,1.9372290999990298,34.61350330167034,5.596743799999999
A-n45-k6,M-SSA,1,205027,Relocate local search,1.486362599998813,26.557631599981644,5.596743799999999
A-n45-k6,M-SSA,1,205027,Final cost evaluation,0.0931128000001138,1.663695951208519,5.596743799999999
A-n45-k6,M-SSA,1,205027,Lamarckian write-back,0.10508340000009753,1.8775810320296875,5.596743799999999
A-n45-k6,M-SSA,1,205027,Position update,0.03633139999988089,0.6491524589687471,5.596743799999999
A-n45-k6,M-SSA,1,205027,Other,0.04036050000297564,0.7211425329666805,5.596743799999999
A-n45-k6,M-SSA,2,205028,Initialization,0.0035609999999905995,0.061131452020318056,5.825152000000003
A-n45-k6,M-SSA,2,205028,Decode,0.058317000000187136,1.0011240908423868,5.825152000000003
A-n45-k6,M-SSA,2,205028,Split,0.04408610000169233,0.7568231696218796,5.825152000000003
A-n45-k6,M-SSA,2,205028,Vehicle repair,1.8367485999982591,31.53134201473641,5.825152000000003
A-n45-k6,M-SSA,2,205028,2-opt local search,2.0164331000001994,34.61597396943802,5.825152000000003
A-n45-k6,M-SSA,2,205028,Relocate local search,1.588048299999656,27.261920375634062,5.825152000000003
A-n45-k6,M-SSA,2,205028,Final cost evaluation,0.0947455000024604,1.6264897465758894,5.825152000000003
A-n45-k6,M-SSA,2,205028,Lamarckian write-back,0.10658220000016172,1.829689594368725,5.825152000000003
A-n45-k6,M-SSA,2,205028,Position update,0.03689780000027554,0.6334220978315334,5.825152000000003
A-n45-k6,M-SSA,2,205028,Other,0.03973239999712064,0.6820834889307715,5.825152000000003
A-n45-k6,M-SSA,3,205029,Initialization,0.002758499999998776,0.03108930255360638,8.872826900000007
A-n45-k6,M-SSA,3,205029,Decode,0.10603630000105113,1.1950678312122944,8.872826900000007
A-n45-k6,M-SSA,3,205029,Split,0.06480810000056181,0.730410958434924,8.872826900000007
A-n45-k6,M-SSA,3,205029,Vehicle repair,2.8290980000022046,31.884967799858718,8.872826900000007
A-n45-k6,M-SSA,3,205029,2-opt local search,2.995975999999871,33.765743812717325,8.872826900000007
A-n45-k6,M-SSA,3,205029,Relocate local search,2.4080059000005463,27.139106027195734,8.872826900000007
A-n45-k6,M-SSA,3,205029,Final cost evaluation,0.14495869999910838,1.6337374957591955,8.872826900000007
A-n45-k6,M-SSA,3,205029,Lamarckian write-back,0.17909229999975196,2.01843563520609,8.872826900000007
A-n45-k6,M-SSA,3,205029,Position update,0.07269980000017995,0.8193532999069315,8.872826900000007
A-n45-k6,M-SSA,3,205029,Other,0.06939329999673305,0.7820878371551799,8.872826900000007
A-n54-k7,WOA,1,302027,Initialization,0.007669399999997495,0.7663729606461571,1.0007399000000134
A-n54-k7,WOA,1,302027,Decode,0.11372320000086233,11.363911841714396,1.0007399000000134
A-n54-k7,WOA,1,302027,Split,0.0809871000003568,8.092722194883578,1.0007399000000134
A-n54-k7,WOA,1,302027,Vehicle repair,0.3746033000010698,37.432633594509895,1.0007399000000134
A-n54-k7,WOA,1,302027,2-opt local search,0.0,0.0,1.0007399000000134
A-n54-k7,WOA,1,302027,Relocate local search,0.0,0.0,1.0007399000000134
A-n54-k7,WOA,1,302027,Final cost evaluation,0.08133479999892756,8.127466487438591,1.0007399000000134
A-n54-k7,WOA,1,302027,Lamarckian write-back,0.16956490000012536,16.943953169062517,1.0007399000000134
A-n54-k7,WOA,1,302027,Position update,0.12695130000008703,12.685743818157478,1.0007399000000134
A-n54-k7,WOA,1,302027,Other,0.045905899998587074,4.587195933587385,1.0007399000000134
A-n54-k7,WOA,2,302028,Initialization,0.00782010000000355,0.9182188613601839,0.851659699999999
A-n54-k7,WOA,2,302028,Decode,0.11366750000073012,13.346586670794714,0.851659699999999
A-n54-k7,WOA,2,302028,Split,0.08043260000061991,9.444218154342634,0.851659699999999
A-n54-k7,WOA,2,302028,Vehicle repair,0.24228959999913968,28.449109427056367,0.851659699999999
A-n54-k7,WOA,2,302028,2-opt local search,0.0,0.0,0.851659699999999
A-n54-k7,WOA,2,302028,Relocate local search,0.0,0.0,0.851659699999999
A-n54-k7,WOA,2,302028,Final cost evaluation,0.06130900000110273,7.1987673012005615,0.851659699999999
A-n54-k7,WOA,2,302028,Lamarckian write-back,0.17006849999913243,19.969067457240566,0.851659699999999
A-n54-k7,WOA,2,302028,Position update,0.13135080000009225,15.422920680653599,0.851659699999999
A-n54-k7,WOA,2,302028,Other,0.04472159999917835,5.251111447351378,0.851659699999999
A-n54-k7,WOA,3,302029,Initialization,0.007813599999991538,0.9607864933102266,0.8132504000000154
A-n54-k7,WOA,3,302029,Decode,0.11303390000185232,13.899027901105265,0.8132504000000154
A-n54-k7,WOA,3,302029,Split,0.08027909999913163,9.871387705327917,0.8132504000000154
A-n54-k7,WOA,3,302029,Vehicle repair,0.2022201000003463,24.865662531533026,0.8132504000000154
A-n54-k7,WOA,3,302029,2-opt local search,0.0,0.0,0.8132504000000154
A-n54-k7,WOA,3,302029,Relocate local search,0.0,0.0,0.8132504000000154
A-n54-k7,WOA,3,302029,Final cost evaluation,0.07003949999884185,8.612292105708221,0.8132504000000154
A-n54-k7,WOA,3,302029,Lamarckian write-back,0.16822320000164837,20.685289549398952,0.8132504000000154
A-n54-k7,WOA,3,302029,Position update,0.1278432999997392,15.72004145337485,0.8132504000000154
A-n54-k7,WOA,3,302029,Other,0.04379769999846417,5.385512260241537,0.8132504000000154
A-n54-k7,SSA,1,303027,Initialization,0.008022500000009813,0.6120336690619216,1.310793899999993
A-n54-k7,SSA,1,303027,Decode,0.10942749999910006,8.34818501971215,1.310793899999993
A-n54-k7,SSA,1,303027,Split,0.07907009999939874,6.032229780700013,1.310793899999993
A-n54-k7,SSA,1,303027,Vehicle repair,0.687839799998244,52.47505347699952,1.310793899999993
A-n54-k7,SSA,1,303027,2-opt local search,0.0,0.0,1.310793899999993
A-n54-k7,SSA,1,303027,Relocate local search,0.0,0.0,1.310793899999993
A-n54-k7,SSA,1,303027,Final cost evaluation,0.12850620000193658,9.803692251080605,1.310793899999993
A-n54-k7,SSA,1,303027,Lamarckian write-back,0.1651807999988364,12.601584429011858,1.310793899999993
A-n54-k7,SSA,1,303027,Position update,0.08642389999991451,6.593248564851802,1.310793899999993
A-n54-k7,SSA,1,303027,Other,0.04632310000255302,3.5339728085821323,1.310793899999993
A-n54-k7,SSA,2,303028,Initialization,0.007663900000011381,0.5587251568563633,1.371676199999996
A-n54-k7,SSA,2,303028,Decode,0.11552369999995449,8.422082412741055,1.371676199999996
A-n54-k7,SSA,2,303028,Split,0.08153150000109122,5.943931957198897,1.371676199999996
A-n54-k7,SSA,2,303028,Vehicle repair,0.7289226000007716,53.14101097626202,1.371676199999996
A-n54-k7,SSA,2,303028,2-opt local search,0.0,0.0,1.371676199999996
A-n54-k7,SSA,2,303028,Relocate local search,0.0,0.0,1.371676199999996
A-n54-k7,SSA,2,303028,Final cost evaluation,0.12599540000022103,9.185506025417762,1.371676199999996
A-n54-k7,SSA,2,303028,Lamarckian write-back,0.17272649999924283,12.592366915693612,1.371676199999996
A-n54-k7,SSA,2,303028,Position update,0.09125689999987685,6.652947685457917,1.371676199999996
A-n54-k7,SSA,2,303028,Other,0.04805569999882664,3.5034288703723795,1.371676199999996
A-n54-k7,SSA,3,303029,Initialization,0.008290200000004688,0.6330824890404225,1.3094976000000145
A-n54-k7,SSA,3,303029,Decode,0.11608990000183894,8.86522434266681,1.3094976000000145
A-n54-k7,SSA,3,303029,Split,0.08182939999846894,6.248915614543169,1.3094976000000145
A-n54-k7,SSA,3,303029,Vehicle repair,0.6647650999999257,50.764896399956626,1.3094976000000145
A-n54-k7,SSA,3,303029,2-opt local search,0.0,0.0,1.3094976000000145
A-n54-k7,SSA,3,303029,Relocate local search,0.0,0.0,1.3094976000000145
A-n54-k7,SSA,3,303029,Final cost evaluation,0.12509199999936982,9.552671192323563,1.3094976000000145
A-n54-k7,SSA,3,303029,Lamarckian write-back,0.17340519999865478,13.242116671206794,1.3094976000000145
A-n54-k7,SSA,3,303029,Position update,0.09283209999989595,7.089138613151709,1.3094976000000145
A-n54-k7,SSA,3,303029,Other,0.04719370000185563,3.6039546771109094,1.3094976000000145
A-n54-k7,M-WOA,1,304027,Initialization,0.007652300000017931,0.07160477986789383,10.68685640000001
A-n54-k7,M-WOA,1,304027,Decode,0.09550599999872134,0.8936772089378991,10.68685640000001
A-n54-k7,M-WOA,1,304027,Split,0.06493150000162018,0.6075827874099639,10.68685640000001
A-n54-k7,M-WOA,1,304027,Vehicle repair,0.4306913000000918,4.030102809279737,10.68685640000001
A-n54-k7,M-WOA,1,304027,2-opt local search,3.0510381999994536,28.54944509219241,10.68685640000001
A-n54-k7,M-WOA,1,304027,Relocate local search,6.62639310000003,62.005072885605756,10.68685640000001
A-n54-k7,M-WOA,1,304027,Final cost evaluation,0.10447089999894388,0.9775643658779187,10.68685640000001
A-n54-k7,M-WOA,1,304027,Lamarckian write-back,0.16520480000053794,1.545868998488066,10.68685640000001
A-n54-k7,M-WOA,1,304027,Position update,0.08767430000014542,0.8203937315012985,10.68685640000001
A-n54-k7,M-WOA,1,304027,Other,0.053294000000448705,0.4986873408390577,10.68685640000001
A-n54-k7,M-WOA,2,304028,Initialization,0.00820579999998472,0.0708856227243795,11.576113300000003
A-n54-k7,M-WOA,2,304028,Decode,0.13146419999981163,1.1356505987187564,11.576113300000003
A-n54-k7,M-WOA,2,304028,Split,0.08567579999859731,0.7401085129202847,11.576113300000003
A-n54-k7,M-WOA,2,304028,Vehicle repair,0.62364600000069,5.387352247154404,11.576113300000003
A-n54-k7,M-WOA,2,304028,2-opt local search,4.355286200000961,37.623043996994745,11.576113300000003
A-n54-k7,M-WOA,2,304028,Relocate local search,5.826645599999495,50.33334979538852,11.576113300000003
A-n54-k7,M-WOA,2,304028,Final cost evaluation,0.12336159999952656,1.0656564669207802,11.576113300000003
A-n54-k7,M-WOA,2,304028,Lamarckian write-back,0.21371590000171636,1.846180099167795,11.576113300000003
A-n54-k7,M-WOA,2,304028,Position update,0.13535490000012373,1.1692603250533466,11.576113300000003
A-n54-k7,M-WOA,2,304028,Other,0.07275729999909686,0.6285123349569914,11.576113300000003
A-n54-k7,M-WOA,3,304029,Initialization,0.008320099999991726,0.06574689239425315,12.65474260000002
A-n54-k7,M-WOA,3,304029,Decode,0.1304323999995063,1.0306997472987407,12.65474260000002
A-n54-k7,M-WOA,3,304029,Split,0.08529919999836011,0.6740492690729243,12.65474260000002
A-n54-k7,M-WOA,3,304029,Vehicle repair,0.6061055999958285,4.789552969618106,12.65474260000002
A-n54-k7,M-WOA,3,304029,2-opt local search,3.9892336000020236,31.523624984691647,12.65474260000002
A-n54-k7,M-WOA,3,304029,Relocate local search,7.30208209999941,57.70233603960778,12.65474260000002
A-n54-k7,M-WOA,3,304029,Final cost evaluation,0.11458669999927906,0.9054842411356425,12.65474260000002
A-n54-k7,M-WOA,3,304029,Lamarckian write-back,0.211631899999702,1.6723524664950646,12.65474260000002
A-n54-k7,M-WOA,3,304029,Position update,0.1326492999998834,1.048218080705041,12.65474260000002
A-n54-k7,M-WOA,3,304029,Other,0.0744017000060353,0.587935308980802,12.65474260000002
A-n54-k7,M-SSA,1,305027,Initialization,0.007705100000009679,0.059318105158185315,12.989457399999992
A-n54-k7,M-SSA,1,305027,Decode,0.13163680000039335,1.013412615683188,12.989457399999992
A-n54-k7,M-SSA,1,305027,Split,0.0849729000002526,0.6541682025936868,12.989457399999992
A-n54-k7,M-SSA,1,305027,Vehicle repair,0.9454755000014643,7.27879133736152,12.989457399999992
A-n54-k7,M-SSA,1,305027,2-opt local search,5.332861100000883,41.05530304907799,12.989457399999992
A-n54-k7,M-SSA,1,305027,Relocate local search,5.911786399999926,45.51218898489116,12.989457399999992
A-n54-k7,M-SSA,1,305027,Final cost evaluation,0.19133240000056162,1.4729822355825404,12.989457399999992
A-n54-k7,M-SSA,1,305027,Lamarckian write-back,0.21359599999982493,1.644379695181302,12.989457399999992
A-n54-k7,M-SSA,1,305027,Position update,0.09460519999979056,0.7283229551974251,12.989457399999992
A-n54-k7,M-SSA,1,305027,Other,0.07548599999688577,0.5811328192730038,12.989457399999992
A-n54-k7,M-SSA,2,305028,Initialization,0.007663100000002032,0.0724041027826466,10.583792499999987
A-n54-k7,M-SSA,2,305028,Decode,0.12480529999962187,1.1792115160952183,10.583792499999987
A-n54-k7,M-SSA,2,305028,Split,0.08311479999852622,0.7853026218959445,10.583792499999987
A-n54-k7,M-SSA,2,305028,Vehicle repair,0.9617424000012988,9.086935519581473,10.583792499999987
A-n54-k7,M-SSA,2,305028,2-opt local search,5.474364299999735,51.72403276046598,10.583792499999987
A-n54-k7,M-SSA,2,305028,Relocate local search,3.397066800000431,32.0968764268615,10.583792499999987
A-n54-k7,M-SSA,2,305028,Final cost evaluation,0.1752237000007142,1.6555851789489864,10.583792499999987
A-n54-k7,M-SSA,2,305028,Lamarckian write-back,0.19861740000013128,1.8766184238790729,10.583792499999987
A-n54-k7,M-SSA,2,305028,Position update,0.0897860000001458,0.8483348478359333,10.583792499999987
A-n54-k7,M-SSA,2,305028,Other,0.07140869999938104,0.674698601653246,10.583792499999987
A-n54-k7,M-SSA,3,305029,Initialization,0.007967699999994693,0.06103329910826587,13.054676900000004
A-n54-k7,M-SSA,3,305029,Decode,0.12685100000106786,0.9716900768418698,13.054676900000004
A-n54-k7,M-SSA,3,305029,Split,0.08396289999976148,0.6431633708204716,13.054676900000004
A-n54-k7,M-SSA,3,305029,Vehicle repair,0.940639799997399,7.2053855273691125,13.054676900000004
A-n54-k7,M-SSA,3,305029,2-opt local search,5.0793689999987635,38.90842369295836,13.054676900000004
A-n54-k7,M-SSA,3,305029,Relocate local search,6.287086899998968,48.15965150389104,13.054676900000004
A-n54-k7,M-SSA,3,305029,Final cost evaluation,0.16456050000016376,1.260548240762387,13.054676900000004
A-n54-k7,M-SSA,3,305029,Lamarckian write-back,0.2035662999986414,1.5593361793476583,13.054676900000004
A-n54-k7,M-SSA,3,305029,Position update,0.0894404000003135,0.6851215138102229,13.054676900000004
A-n54-k7,M-SSA,3,305029,Other,0.0712324000049307,0.5456465950906121,13.054676900000004
A-n60-k9,WOA,1,402027,Initialization,0.010174799999987272,1.4694027507742071,0.6924445999999875
A-n60-k9,WOA,1,402027,Decode,0.11219710000122518,16.203043536078873,0.6924445999999875
A-n60-k9,WOA,1,402027,Split,0.08479889999975398,12.246308224478248,0.6924445999999875
A-n60-k9,WOA,1,402027,Vehicle repair,0.08381950000139682,12.104867306553958,0.6924445999999875
A-n60-k9,WOA,1,402027,2-opt local search,0.0,0.0,0.6924445999999875
A-n60-k9,WOA,1,402027,Relocate local search,0.0,0.0,0.6924445999999875
A-n60-k9,WOA,1,402027,Final cost evaluation,0.06592350000065039,9.52040062131347,0.6924445999999875
A-n60-k9,WOA,1,402027,Lamarckian write-back,0.17161909999967406,24.784524278141117,0.6924445999999875
A-n60-k9,WOA,1,402027,Position update,0.12281830000000582,17.73691353792174,0.6924445999999875
A-n60-k9,WOA,1,402027,Other,0.041093399997294,5.9345397447383865,0.6924445999999875
A-n60-k9,WOA,2,402028,Initialization,0.010247399999997242,1.1953808563148314,0.8572498000000053
A-n60-k9,WOA,2,402028,Decode,0.1192420000007246,13.90983118348046,0.8572498000000053
A-n60-k9,WOA,2,402028,Split,0.088259399999572,10.29564544658645,0.8572498000000053
A-n60-k9,WOA,2,402028,Vehicle repair,0.1866863999987345,21.77736291087304,0.8572498000000053
A-n60-k9,WOA,2,402028,2-opt local search,0.0,0.0,0.8572498000000053
A-n60-k9,WOA,2,402028,Relocate local search,0.0,0.0,0.8572498000000053
A-n60-k9,WOA,2,402028,Final cost evaluation,0.09837610000155905,11.47577987204645,0.8572498000000053
A-n60-k9,WOA,2,402028,Lamarckian write-back,0.1806340000004809,21.071337666159828,0.8572498000000053
A-n60-k9,WOA,2,402028,Position update,0.1280424000001119,14.936416433122659,0.8572498000000053
A-n60-k9,WOA,2,402028,Other,0.04576209999882508,5.33824563141628,0.8572498000000053
A-n60-k9,WOA,3,402029,Initialization,0.010190100000016855,1.2510830233403911,0.8145022999999867
A-n60-k9,WOA,3,402029,Decode,0.11475029999877506,14.088394839250538,0.8145022999999867
A-n60-k9,WOA,3,402029,Split,0.08598669999986441,10.556962208684471,0.8145022999999867
A-n60-k9,WOA,3,402029,Vehicle repair,0.18565140000026759,22.79323213700816,0.8145022999999867
A-n60-k9,WOA,3,402029,2-opt local search,0.0,0.0,0.8145022999999867
A-n60-k9,WOA,3,402029,Relocate local search,0.0,0.0,0.8145022999999867
A-n60-k9,WOA,3,402029,Final cost evaluation,0.07688250000046537,9.439199864809053,0.8145022999999867
A-n60-k9,WOA,3,402029,Lamarckian write-back,0.17437810000063791,21.409159925102824,0.8145022999999867
A-n60-k9,WOA,3,402029,Position update,0.12393249999993827,15.215733583556522,0.8145022999999867
A-n60-k9,WOA,3,402029,Other,0.042730700000021216,5.246234418248041,0.8145022999999867
A-n60-k9,SSA,1,403027,Initialization,0.010156499999993684,1.1258059463696541,0.9021536999999853
A-n60-k9,SSA,1,403027,Decode,0.11158960000159368,12.369244841715497,0.9021536999999853
A-n60-k9,SSA,1,403027,Split,0.08493120000093768,9.414271648050555,0.9021536999999853
A-n60-k9,SSA,1,403027,Vehicle repair,0.2781040000012922,30.826676208421773,0.9021536999999853
A-n60-k9,SSA,1,403027,2-opt local search,0.0,0.0,0.9021536999999853
A-n60-k9,SSA,1,403027,Relocate local search,0.0,0.0,0.9021536999999853
A-n60-k9,SSA,1,403027,Final cost evaluation,0.1150149000002898,12.748925155468704,0.9021536999999853
A-n60-k9,SSA,1,403027,Lamarckian write-back,0.17120680000007837,18.97756446601961,0.9021536999999853
A-n60-k9,SSA,1,403027,Position update,0.0880751999998779,9.76277102226365,0.9021536999999853
A-n60-k9,SSA,1,403027,Other,0.04307549999592197,4.774740711690555,0.9021536999999853
A-n60-k9,SSA,2,403028,Initialization,0.010120300000011184,1.1398687928281346,0.887847800000003
A-n60-k9,SSA,2,403028,Decode,0.11327959999945847,12.75889854088258,0.887847800000003
A-n60-k9,SSA,2,403028,Split,0.08568280000093864,9.650618045225585,0.887847800000003
A-n60-k9,SSA,2,403028,Vehicle repair,0.2564597999998455,28.885558988809187,0.887847800000003
A-n60-k9,SSA,2,403028,2-opt local search,0.0,0.0,0.887847800000003
A-n60-k9,SSA,2,403028,Relocate local search,0.0,0.0,0.887847800000003
A-n60-k9,SSA,2,403028,Final cost evaluation,0.11734799999973689,13.217130233327884,0.887847800000003
A-n60-k9,SSA,2,403028,Lamarckian write-back,0.17252200000089601,19.43148363952644,0.887847800000003
A-n60-k9,SSA,2,403028,Position update,0.08896640000008915,10.020456208833187,0.887847800000003
A-n60-k9,SSA,2,403028,Other,0.043468899999027144,4.8959855505670005,0.887847800000003
A-n60-k9,SSA,3,403029,Initialization,0.009704799999980196,1.0356877278965533,0.9370392000000152
A-n60-k9,SSA,3,403029,Decode,0.121588300000667,12.975796530248152,0.9370392000000152
A-n60-k9,SSA,3,403029,Split,0.08909049999925855,9.507659871567498,0.9370392000000152
A-n60-k9,SSA,3,403029,Vehicle repair,0.25889489999892135,27.629036223769205,0.9370392000000152
A-n60-k9,SSA,3,403029,2-opt local search,0.0,0.0,0.9370392000000152
A-n60-k9,SSA,3,403029,Relocate local search,0.0,0.0,0.9370392000000152
A-n60-k9,SSA,3,403029,Final cost evaluation,0.13485390000059283,14.391489705082845,0.9370392000000152
A-n60-k9,SSA,3,403029,Lamarckian write-back,0.1823409000005256,19.459260615833646,0.9370392000000152
A-n60-k9,SSA,3,403029,Position update,0.09380349999977966,10.010627090070313,0.9370392000000152
A-n60-k9,SSA,3,403029,Other,0.04676240000028997,4.990442235531791,0.9370392000000152
A-n60-k9,M-WOA,1,404027,Initialization,0.009716599999990194,0.07311493003914325,13.289488199999994
A-n60-k9,M-WOA,1,404027,Decode,0.13359180000060178,1.0052441297220298,13.289488199999994
A-n60-k9,M-WOA,1,404027,Split,0.09244020000090813,0.6955888639933341,13.289488199999994
A-n60-k9,M-WOA,1,404027,Vehicle repair,0.23335329999949295,1.7559239038226697,13.289488199999994
A-n60-k9,M-WOA,1,404027,2-opt local search,3.0580704000017818,23.011197677287402,13.289488199999994
A-n60-k9,M-WOA,1,404027,Relocate local search,9.218420899998904,69.36625971795443,13.289488199999994
A-n60-k9,M-WOA,1,404027,Final cost evaluation,0.12316939999971055,0.9268182351801223,13.289488199999994
A-n60-k9,M-WOA,1,404027,Lamarckian write-back,0.2183664999993482,1.6431520666036508,13.289488199999994
A-n60-k9,M-WOA,1,404027,Position update,0.13175810000004162,0.9914460061753295,13.289488199999994
A-n60-k9,M-WOA,1,404027,Other,0.07060099999921476,0.5312544692218831,13.289488199999994
A-n60-k9,M-WOA,2,404028,Initialization,0.011263799999994717,0.07728977971421055,14.573466300000007
A-n60-k9,M-WOA,2,404028,Decode,0.14241999999967447,0.9772554934283164,14.573466300000007
A-n60-k9,M-WOA,2,404028,Split,0.09603680000270742,0.6589839234246376,14.573466300000007
A-n60-k9,M-WOA,2,404028,Vehicle repair,0.2810630000009553,1.92859402296731,14.573466300000007
A-n60-k9,M-WOA,2,404028,2-opt local search,3.8368007999999065,26.327304163731483,14.573466300000007
A-n60-k9,M-WOA,2,404028,Relocate local search,9.604110100000725,65.90134359456212,14.573466300000007
A-n60-k9,M-WOA,2,404028,Final cost evaluation,0.1536541999990675,1.0543421642870743,14.573466300000007
A-n60-k9,M-WOA,2,404028,Lamarckian write-back,0.23647950000119522,1.6226716083406671,14.573466300000007
A-n60-k9,M-WOA,2,404028,Position update,0.13481820000006906,0.9250935722825873,14.573466300000007
A-n60-k9,M-WOA,2,404028,Other,0.07681989999571215,0.5271216772615868,14.573466300000007
A-n60-k9,M-WOA,3,404029,Initialization,0.00972010000000978,0.054645606564067084,17.787523300000032
A-n60-k9,M-WOA,3,404029,Decode,0.14228950000011764,0.7999399219345921,17.787523300000032
A-n60-k9,M-WOA,3,404029,Split,0.09387929999962807,0.5277817401348276,17.787523300000032
A-n60-k9,M-WOA,3,404029,Vehicle repair,0.23577840000018568,1.3255268652279728,17.787523300000032
A-n60-k9,M-WOA,3,404029,2-opt local search,3.6610809000025597,20.58229714309104,17.787523300000032
A-n60-k9,M-WOA,3,404029,Relocate local search,13.060549399999474,73.42533965928494,17.787523300000032
A-n60-k9,M-WOA,3,404029,Final cost evaluation,0.13657850000134886,0.7678331474137752,17.787523300000032
A-n60-k9,M-WOA,3,404029,Lamarckian write-back,0.23988519999792857,1.3486149586543514,17.787523300000032
A-n60-k9,M-WOA,3,404029,Position update,0.13114210000000526,0.7372701516011789,17.787523300000032
A-n60-k9,M-WOA,3,404029,Other,0.07661989999877505,0.4307508060932514,17.787523300000032
A-n60-k9,M-SSA,1,405027,Initialization,0.01047479999999723,0.0685513326859122,15.280228099999988
