dataset,algorithm,run,seed,stage,seconds,percent_of_runtime,runtime_sec
A-n32-k5,M-WOA,1,4027,Lamarckian write-back,0.08298240000002544,1.733003001634473,4.7883587
A-n32-k5,M-WOA,1,4027,Position update,0.05033549999999809,1.0512057085447273,4.7883587
A-n32-k5,M-WOA,1,4027,Other,0.03517289999995121,0.734550233255316,4.7883587
A-n32-k5,M-WOA,2,4028,Initialization,0.0019153999999996785,0.03271015540516752,5.8556738
A-n32-k5,M-WOA,2,4028,Decode,0.04790439999995222,0.8180851877362468,5.8556738
A-n32-k5,M-WOA,2,4028,Split,0.032957599999985376,0.5628318981836963,5.8556738
A-n32-k5,M-WOA,2,4028,Vehicle repair,0.02529120000007179,0.4319093047852459,5.8556738
A-n32-k5,M-WOA,2,4028,2-opt local search,1.133610400000011,19.35917946795484,5.8556738
A-n32-k5,M-WOA,2,4028,Relocate local search,4.402221600000022,75.17873690300205,5.8556738
A-n32-k5,M-WOA,2,4028,Final cost evaluation,0.034388900000037026,0.5872748581049209,5.8556738
A-n32-k5,M-WOA,2,4028,Lamarckian write-back,0.0893551000000592,1.525957610549604,5.8556738
A-n32-k5,M-WOA,2,4028,Position update,0.05161429999999001,0.8814408343577815,5.8556738
A-n32-k5,M-WOA,2,4028,Other,0.036414899999871686,0.621873779920454,5.8556738
A-n32-k5,M-WOA,3,4029,Initialization,0.0021713000000005422,0.041521766131287274,5.229305499999999
A-n32-k5,M-WOA,3,4029,Decode,0.04654160000002072,0.8900149360181908,5.229305499999999
A-n32-k5,M-WOA,3,4029,Split,0.03213210000019551,0.614462092532087,5.229305499999999
A-n32-k5,M-WOA,3,4029,Vehicle repair,0.025398200000067206,0.4856897345176565,5.229305499999999
A-n32-k5,M-WOA,3,4029,2-opt local search,1.0181869000000177,19.47078632143442,5.229305499999999
A-n32-k5,M-WOA,3,4029,Relocate local search,3.896581400000045,74.51431934890869,5.229305499999999
A-n32-k5,M-WOA,3,4029,Final cost evaluation,0.034936699999990495,0.6680944534602253,5.229305499999999
A-n32-k5,M-WOA,3,4029,Lamarckian write-back,0.08580220000002825,1.6407953216737532,5.229305499999999
A-n32-k5,M-WOA,3,4029,Position update,0.05230609999999558,1.0002494595122735,5.229305499999999
A-n32-k5,M-WOA,3,4029,Other,0.03524899999963793,0.6740665658114244,5.229305499999999
A-n32-k5,M-SSA,1,5027,Initialization,0.001939000000000135,0.03199755557818031,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Decode,0.04970229999987197,0.8201919064513583,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Split,0.03329250000014383,0.5493958840077855,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Vehicle repair,0.025381899999690205,0.4188544383289559,6.0598379000000016
A-n32-k5,M-SSA,1,5027,2-opt local search,1.1886057999998663,19.61448176691106,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Relocate local search,4.555566499999895,75.17637559248728,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Final cost evaluation,0.04131889999982974,0.6818482718791823,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Lamarckian write-back,0.09156319999983253,1.5109843119703337,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Position update,0.03440629999997924,0.5677759136094916,6.0598379000000016
A-n32-k5,M-SSA,1,5027,Other,0.038061500000893034,0.6280943587763795,6.0598379000000016
A-n32-k5,M-SSA,2,5028,Initialization,0.0019519999999992876,0.027372235009866654,7.131313900000002
A-n32-k5,M-SSA,2,5028,Decode,0.058825600000240286,0.8248914691616683,7.131313900000002
A-n32-k5,M-SSA,2,5028,Split,0.03682079999990506,0.5163256100661205,7.131313900000002
A-n32-k5,M-SSA,2,5028,Vehicle repair,0.028520299999840404,0.39993050929703705,7.131313900000002
A-n32-k5,M-SSA,2,5028,2-opt local search,1.307434499999971,18.33371126742816,7.131313900000002
A-n32-k5,M-SSA,2,5028,Relocate local search,5.4548560999998905,76.49159995607386,7.131313900000002
A-n32-k5,M-SSA,2,5028,Final cost evaluation,0.04659869999997923,0.6534377907552101,7.131313900000002
A-n32-k5,M-SSA,2,5028,Lamarckian write-back,0.10808370000021483,1.5156211255854941,7.131313900000002
A-n32-k5,M-SSA,2,5028,Position update,0.04406519999997727,0.6179113781539929,7.131313900000002
A-n32-k5,M-SSA,2,5028,Other,0.04415699999998424,0.6191986584685919,7.131313900000002
A-n32-k5,M-SSA,3,5029,Initialization,0.004092400000001106,0.041633018210407775,9.829698099999998
A-n32-k5,M-SSA,3,5029,Decode,0.10548170000029344,1.0730919599686735,9.829698099999998
A-n32-k5,M-SSA,3,5029,Split,0.058116599999930685,0.5912348416878713,9.829698099999998
A-n32-k5,M-SSA,3,5029,Vehicle repair,0.04231369999975598,0.430467950991862,9.829698099999998
A-n32-k5,M-SSA,3,5029,2-opt local search,2.1867607999995684,22.24646960418417,9.829698099999998
A-n32-k5,M-SSA,3,5029,Relocate local search,7.017894499999702,71.39481221706802,9.829698099999998
A-n32-k5,M-SSA,3,5029,Final cost evaluation,0.0750798000002959,0.7638057571706696,9.829698099999998
A-n32-k5,M-SSA,3,5029,Lamarckian write-back,0.1806864999998048,1.838169373684069,9.829698099999998
A-n32-k5,M-SSA,3,5029,Position update,0.08810310000000854,0.8962950754307353,9.829698099999998
A-n32-k5,M-SSA,3,5029,Other,0.07116900000063708,0.7240202016035172,9.829698099999998
A-n37-k6,WOA,1,102027,Initialization,0.004933999999998662,0.7372500126259945,0.6692437999999967
A-n37-k6,WOA,1,102027,Decode,0.08831690000001657,13.196521207968905,0.6692437999999967
A-n37-k6,WOA,1,102027,Split,0.05398870000062317,8.067119934562477,0.6692437999999967
A-n37-k6,WOA,1,102027,Vehicle repair,0.1860399000001678,27.79852424485198,0.6692437999999967
A-n37-k6,WOA,1,102027,2-opt local search,0.0,0.0,0.6692437999999967
A-n37-k6,WOA,1,102027,Relocate local search,0.0,0.0,0.6692437999999967
A-n37-k6,WOA,1,102027,Final cost evaluation,0.05535809999984309,8.271738938760937,0.6692437999999967
A-n37-k6,WOA,1,102027,Lamarckian write-back,0.12687050000002387,18.95729179710361,0.6692437999999967
A-n37-k6,WOA,1,102027,Position update,0.11333949999996662,16.935457601544783,0.6692437999999967
A-n37-k6,WOA,1,102027,Other,0.04039619999935695,6.036096262581312,0.6692437999999967
A-n37-k6,WOA,2,102028,Initialization,0.005019900000000632,0.7104149472019029,0.7066152000000017
A-n37-k6,WOA,2,102028,Decode,0.10015599999994151,14.17405116673704,0.7066152000000017
A-n37-k6,WOA,2,102028,Split,0.05929749999996403,8.391766834334145,0.7066152000000017
A-n37-k6,WOA,2,102028,Vehicle repair,0.17368210000013562,24.57944578607072,0.7066152000000017
A-n37-k6,WOA,2,102028,2-opt local search,0.0,0.0,0.7066152000000017
A-n37-k6,WOA,2,102028,Relocate local search,0.0,0.0,0.7066152000000017
A-n37-k6,WOA,2,102028,Final cost evaluation,0.05471149999997493,7.742757302698103,0.7066152000000017
A-n37-k6,WOA,2,102028,Lamarckian write-back,0.13960159999972177,19.75638225723441,0.7066152000000017
A-n37-k6,WOA,2,102028,Position update,0.12891699999999418,18.244300433955267,0.7066152000000017
A-n37-k6,WOA,2,102028,Other,0.04522960000026899,6.400881271768408,0.7066152000000017
A-n37-k6,WOA,3,102029,Initialization,0.005586399999998548,0.7454701850622704,0.7493794000000022
A-n37-k6,WOA,3,102029,Decode,0.10364040000002461,13.830163999707532,0.7493794000000022
A-n37-k6,WOA,3,102029,Split,0.06053429999983706,8.077924213000367,0.7493794000000022
A-n37-k6,WOA,3,102029,Vehicle repair,0.18965319999993113,25.308034888593223,0.7493794000000022
A-n37-k6,WOA,3,102029,2-opt local search,0.0,0.0,0.7493794000000022
A-n37-k6,WOA,3,102029,Relocate local search,0.0,0.0,0.7493794000000022
A-n37-k6,WOA,3,102029,Final cost evaluation,0.05955689999981928,7.947496288237854,0.7493794000000022
A-n37-k6,WOA,3,102029,Lamarckian write-back,0.1465496000001565,19.556128711325137,0.7493794000000022
A-n37-k6,WOA,3,102029,Position update,0.136560400000036,18.2231323679348,0.7493794000000022
A-n37-k6,WOA,3,102029,Other,0.04729820000019913,6.311649346138817,0.7493794000000022
A-n37-k6,SSA,1,103027,Initialization,0.005067499999995562,0.47658758212570806,1.0632883000000035
A-n37-k6,SSA,1,103027,Decode,0.10337630000017128,9.722320841879943,1.0632883000000035
A-n37-k6,SSA,1,103027,Split,0.060820800000144004,5.720066702524969,1.0632883000000035
A-n37-k6,SSA,1,103027,Vehicle repair,0.5022697000000633,47.23739553986079,1.0632883000000035
A-n37-k6,SSA,1,103027,2-opt local search,0.0,0.0,1.0632883000000035
A-n37-k6,SSA,1,103027,Relocate local search,0.0,0.0,1.0632883000000035
A-n37-k6,SSA,1,103027,Final cost evaluation,0.10667510000000391,10.03256595600681,1.0632883000000035
A-n37-k6,SSA,1,103027,Lamarckian write-back,0.14923069999962735,14.034829500110822,1.0632883000000035
A-n37-k6,SSA,1,103027,Position update,0.08564369999999144,8.05460757914774,1.0632883000000035
A-n37-k6,SSA,1,103027,Other,0.05020450000000665,4.721626298343213,1.0632883000000035
A-n37-k6,SSA,2,103028,Initialization,0.005280399999996632,0.1766566048054058,2.989075900000003
A-n37-k6,SSA,2,103028,Decode,0.47786399999990437,15.987014581995187,2.989075900000003
A-n37-k6,SSA,2,103028,Split,0.08771040000001307,2.9343650992607104,2.989075900000003
A-n37-k6,SSA,2,103028,Vehicle repair,1.8744928999996233,62.71145205779557,2.989075900000003
A-n37-k6,SSA,2,103028,2-opt local search,0.0,0.0,2.989075900000003
A-n37-k6,SSA,2,103028,Relocate local search,0.0,0.0,2.989075900000003
A-n37-k6,SSA,2,103028,Final cost evaluation,0.18448199999977533,6.171874056452536,2.989075900000003
A-n37-k6,SSA,2,103028,Lamarckian write-back,0.19728630000022207,6.600243908166463,2.989075900000003
A-n37-k6,SSA,2,103028,Position update,0.10065549999998069,3.367445436898427,2.989075900000003
A-n37-k6,SSA,2,103028,Other,0.06130440000048765,2.050948254625705,2.989075900000003
A-n37-k6,SSA,3,103029,Initialization,0.00557669999999888,0.583849642829471,0.9551602999999957
A-n37-k6,SSA,3,103029,Decode,0.10208649999987784,10.687891864839681,0.9551602999999957
A-n37-k6,SSA,3,103029,Split,0.060727299999904005,6.357812400693819,0.9551602999999957
A-n37-k6,SSA,3,103029,Vehicle repair,0.4086409000001652,42.782441858206106,0.9551602999999957
A-n37-k6,SSA,3,103029,2-opt local search,0.0,0.0,0.9551602999999957
A-n37-k6,SSA,3,103029,Relocate local search,0.0,0.0,0.9551602999999957
A-n37-k6,SSA,3,103029,Final cost evaluation,0.09539910000032137,9.987758075824738,0.9551602999999957
A-n37-k6,SSA,3,103029,Lamarckian write-back,0.14667999999970505,15.356584648640203,0.9551602999999957
A-n37-k6,SSA,3,103029,Position update,0.08753749999993943,9.164692041737897,0.9551602999999957
A-n37-k6,SSA,3,103029,Other,0.048512300000084,5.078969467228089,0.9551602999999957
A-n37-k6,M-WOA,1,104027,Initialization,0.005188400000001536,0.06245143851180228,8.307895100000003
A-n37-k6,M-WOA,1,104027,Decode,0.10944890000035912,1.3174083047866008,8.307895100000003
A-n37-k6,M-WOA,1,104027,Split,0.06175009999952863,0.743270097374347,8.307895100000003
A-n37-k6,M-WOA,1,104027,Vehicle repair,0.47477149999971857,5.714702632676698,8.307895100000003
A-n37-k6,M-WOA,1,104027,2-opt local search,1.6945575000000446,20.39695349547738,8.307895100000003
A-n37-k6,M-WOA,1,104027,Relocate local search,5.512469000000152,66.35217384966921,8.307895100000003
A-n37-k6,M-WOA,1,104027,Final cost evaluation,0.08215809999996537,0.9889159529706308,8.307895100000003
A-n37-k6,M-WOA,1,104027,Lamarckian write-back,0.16694690000004186,2.0094969663259445,8.307895100000003
A-n37-k6,M-WOA,1,104027,Position update,0.13244780000000844,1.5942401583766794,8.307895100000003
A-n37-k6,M-WOA,1,104027,Other,0.06815690000018293,0.8203871038307032,8.307895100000003
A-n37-k6,M-WOA,2,104028,Initialization,0.005011299999999608,0.06276959813578327,7.983641999999996
A-n37-k6,M-WOA,2,104028,Decode,0.10835989999978324,1.357274036082571,7.983641999999996
A-n37-k6,M-WOA,2,104028,Split,0.06243939999954762,0.7820916819610354,7.983641999999996
A-n37-k6,M-WOA,2,104028,Vehicle repair,0.31858010000050996,3.9904106421669474,7.983641999999996
A-n37-k6,M-WOA,2,104028,2-opt local search,1.942204400000115,24.327298243083995,7.983641999999996
A-n37-k6,M-WOA,2,104028,Relocate local search,5.096556600000234,63.83748920605704,7.983641999999996
A-n37-k6,M-WOA,2,104028,Final cost evaluation,0.08607649999981959,1.0781608193330767,7.983641999999996
A-n37-k6,M-WOA,2,104028,Lamarckian write-back,0.1661630999995154,2.081294476875535,7.983641999999996
A-n37-k6,M-WOA,2,104028,Position update,0.13044300000001385,1.6338783728029629,7.983641999999996
A-n37-k6,M-WOA,2,104028,Other,0.06780770000045777,0.8493329235010513,7.983641999999996
A-n37-k6,M-WOA,3,104029,Initialization,0.005488600000006727,0.07976122611002215,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Decode,0.10696079999931385,1.5543717074743417,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Split,0.06230469999948696,0.9054220136956755,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Vehicle repair,0.2855209999995907,4.149237517782144,6.8812884000000025
A-n37-k6,M-WOA,3,104029,2-opt local search,1.5087271999995693,21.925068567095206,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Relocate local search,4.488108199999516,65.2219168724205,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Final cost evaluation,0.06630880000101058,0.9636102448636008,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Lamarckian write-back,0.16232419999968783,2.358921622870621,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Position update,0.13061949999993772,1.898183776165197,6.8812884000000025
A-n37-k6,M-WOA,3,104029,Other,0.06492540000188285,0.9435064515226949,6.8812884000000025
A-n37-k6,M-SSA,1,105027,Initialization,0.005352599999994823,0.06620976248753498,8.084306299999994
A-n37-k6,M-SSA,1,105027,Decode,0.10957190000031858,1.355365518502418,8.084306299999994
A-n37-k6,M-SSA,1,105027,Split,0.0626203999999575,0.7745921254858632,8.084306299999994
A-n37-k6,M-SSA,1,105027,Vehicle repair,0.6643431000004654,8.217688387196139,8.084306299999994
A-n37-k6,M-SSA,1,105027,2-opt local search,2.24255500000055,27.739609519750033,8.084306299999994
A-n37-k6,M-SSA,1,105027,Relocate local search,4.538948000000033,56.14517599364137,8.084306299999994
A-n37-k6,M-SSA,1,105027,Final cost evaluation,0.13441500000048734,1.6626658492700535,8.084306299999994
A-n37-k6,M-SSA,1,105027,Lamarckian write-back,0.17001959999987548,2.1030821160236792,8.084306299999994
A-n37-k6,M-SSA,1,105027,Position update,0.08607620000000793,1.064732047572319,8.084306299999994
A-n37-k6,M-SSA,1,105027,Other,0.070404499998304,0.8708786800705962,8.084306299999994
A-n37-k6,M-SSA,2,105028,Initialization,0.004992700000002515,0.05910674573866626,8.446920800000001
A-n37-k6,M-SSA,2,105028,Decode,0.11333180000019638,1.341693650071827,8.446920800000001
A-n37-k6,M-SSA,2,105028,Split,0.06316259999971408,0.7477588756332848,8.446920800000001
A-n37-k6,M-SSA,2,105028,Vehicle repair,0.6459303000002308,7.64693212229752,8.446920800000001
A-n37-k6,M-SSA,2,105028,2-opt local search,2.222785300000055,26.314740633060687,8.446920800000001
A-n37-k6,M-SSA,2,105028,Relocate local search,4.931485500000235,58.38204970502665,8.446920800000001
A-n37-k6,M-SSA,2,105028,Final cost evaluation,0.12906440000006114,1.5279461363016584,8.446920800000001
A-n37-k6,M-SSA,2,105028,Lamarckian write-back,0.176564600001214,2.0902835977959446,8.446920800000001
A-n37-k6,M-SSA,2,105028,Position update,0.087771399999923,1.039093441007793,8.446920800000001
A-n37-k6,M-SSA,2,105028,Other,0.07183219999836865,0.8503950930659684,8.446920800000001
A-n37-k6,M-SSA,3,105029,Initialization,0.005046199999995338,0.06106380870320506,8.263814699999998
A-n37-k6,M-SSA,3,105029,Decode,0.11096849999992742,1.3428241560151082,8.263814699999998
A-n37-k6,M-SSA,3,105029,Split,0.06247599999962006,0.7560188879794228,8.263814699999998
A-n37-k6,M-SSA,3,105029,Vehicle repair,0.7334335999989889,8.87524256804777,8.263814699999998
A-n37-k6,M-SSA,3,105029,2-opt local search,2.232155699999126,27.011202223582366,8.263814699999998
A-n37-k6,M-SSA,3,105029,Relocate local search,4.654946299999565,56.32926764439148,8.263814699999998
A-n37-k6,M-SSA,3,105029,Final cost evaluation,0.13522040000013646,1.6362951603953135,8.263814699999998
A-n37-k6,M-SSA,3,105029,Lamarckian write-back,0.17196060000041768,2.0808864458252887,8.263814699999998
A-n37-k6,M-SSA,3,105029,Position update,0.08670900000011272,1.0492611844274866,8.263814699999998
A-n37-k6,M-SSA,3,105029,Other,0.07089840000210756,0.8579379206325571,8.263814699999998
A-n45-k6,WOA,1,202027,Initialization,0.0060643000000055736,0.3976862155231746,1.5248956999999876
A-n45-k6,WOA,1,202027,Decode,0.10880519999979299,7.135255217769574,1.5248956999999876
A-n45-k6,WOA,1,202027,Split,0.07059020000077965,4.62918217952744,1.5248956999999876
A-n45-k6,WOA,1,202027,Vehicle repair,0.9146031999996325,59.97808243538492,1.5248956999999876
A-n45-k6,WOA,1,202027,2-opt local search,0.0,0.0,1.5248956999999876
A-n45-k6,WOA,1,202027,Relocate local search,0.0,0.0,1.5248956999999876
A-n45-k6,WOA,1,202027,Final cost evaluation,0.08311639999972442,5.450628524936171,1.5248956999999876
A-n45-k6,WOA,1,202027,Lamarckian write-back,0.16177849999992588,10.609151825920106,1.5248956999999876
A-n45-k6,WOA,1,202027,Position update,0.13179800000017394,8.64308293348686,1.5248956999999876
A-n45-k6,WOA,1,202027,Other,0.04813989999995272,3.1569306674517548,1.5248956999999876
A-n45-k6,WOA,2,202028,Initialization,0.0057132999999964795,0.3382308018364312,1.6891719999999992
A-n45-k6,WOA,2,202028,Decode,0.10880300000003729,6.441203145685421,1.6891719999999992
A-n45-k6,WOA,2,202028,Split,0.07038219999964213,4.166668639998896,1.6891719999999992
A-n45-k6,WOA,2,202028,Vehicle repair,1.0740652000005184,63.58530688411357,1.6891719999999992
A-n45-k6,WOA,2,202028,2-opt local search,0.0,0.0,1.6891719999999992
A-n45-k6,WOA,2,202028,Relocate local search,0.0,0.0,1.6891719999999992
A-n45-k6,WOA,2,202028,Final cost evaluation,0.08827520000042455,5.225945019241651,1.6891719999999992
A-n45-k6,WOA,2,202028,Lamarckian write-back,0.16089049999962413,9.524814524490354,1.6891719999999992
A-n45-k6,WOA,2,202028,Position update,0.13182370000001242,7.80404245393675,1.6891719999999992
A-n45-k6,WOA,2,202028,Other,0.049218899999743826,2.913788530696924,1.6891719999999992
A-n45-k6,WOA,3,202029,Initialization,0.006261300000005576,0.3948755293532185,1.5856389000000064
A-n45-k6,WOA,3,202029,Decode,0.10401880000016206,6.560056012763161,1.5856389000000064
A-n45-k6,WOA,3,202029,Split,0.06780189999966524,4.2759987787676605,1.5856389000000064
A-n45-k6,WOA,3,202029,Vehicle repair,1.0074993000002905,63.53901257091299,1.5856389000000064
A-n45-k6,WOA,3,202029,2-opt local search,0.0,0.0,1.5856389000000064
A-n45-k6,WOA,3,202029,Relocate local search,0.0,0.0,1.5856389000000064
A-n45-k6,WOA,3,202029,Final cost evaluation,0.07786730000094622,4.910783911831748,1.5856389000000064
A-n45-k6,WOA,3,202029,Lamarckian write-back,0.1528066999992319,9.636916702739274,1.5856389000000064
A-n45-k6,WOA,3,202029,Position update,0.1235207999999659,7.789970339398548,1.5856389000000064
A-n45-k6,WOA,3,202029,Other,0.04586279999973897,2.8923861542333995,1.5856389000000064
A-n45-k6,SSA,1,203027,Initialization,0.005708699999999567,0.20224608757781573,2.8226504000000006
A-n45-k6,SSA,1,203027,Decode,0.10601339999938375,3.7558104963825394,2.8226504000000006
A-n45-k6,SSA,1,203027,Split,0.06975279999997497,2.471180986493225,2.8226504000000006
A-n45-k6,SSA,1,203027,Vehicle repair,2.19483540000013,77.75796109926081,2.8226504000000006
A-n45-k6,SSA,1,203027,2-opt local search,0.0,0.0,2.8226504000000006
A-n45-k6,SSA,1,203027,Relocate local search,0.0,0.0,2.8226504000000006
A-n45-k6,SSA,1,203027,Final cost evaluation,0.1515112999996262,5.367696261627943,2.8226504000000006
A-n45-k6,SSA,1,203027,Lamarckian write-back,0.15892409999953827,5.630314685783909,2.8226504000000006
A-n45-k6,SSA,1,203027,Position update,0.08419329999983916,2.982774629115924,2.8226504000000006
A-n45-k6,SSA,1,203027,Other,0.05171140000150842,1.8320157537578303,2.8226504000000006
A-n45-k6,SSA,2,203028,Initialization,0.0056861999999995305,0.20558685589101625,2.7658382999999986
A-n45-k6,SSA,2,203028,Decode,0.10938350000060382,3.9548045885619514,2.7658382999999986
A-n45-k6,SSA,2,203028,Split,0.0698384000009753,2.5250355380853367,2.7658382999999986
A-n45-k6,SSA,2,203028,Vehicle repair,2.1346197000004707,77.17803676377147,2.7658382999999986
A-n45-k6,SSA,2,203028,2-opt local search,0.0,0.0,2.7658382999999986
A-n45-k6,SSA,2,203028,Relocate local search,0.0,0.0,2.7658382999999986
