algorithm,avg_best_gap_percent,avg_mean_gap_percent,avg_runtime_sec,avg_time_to_best_sec,all_feasible
WOA,63.2096099101212,94.03450890300407,0.5084354087499967,0.223272061250012,True
SSA,94.54942980509662,114.19816399114659,0.6132686854166678,0.4887159758333349,True
M-WOA,3.581342919343302,11.365393248436266,7.517803809583335,3.9372211662500076,True
M-SSA,6.957264063625233,12.2260285509493,10.276356085833338,8.275934021250013,True
