dataset,algorithm,run,seed,iteration,best_score_with_penalty
A-n45-k6,SSA,1,203027,182,1794.0
A-n45-k6,SSA,1,203027,183,1794.0
A-n45-k6,SSA,1,203027,184,1794.0
A-n45-k6,SSA,1,203027,185,1794.0
A-n45-k6,SSA,1,203027,186,1794.0
A-n45-k6,SSA,1,203027,187,1794.0
A-n45-k6,SSA,1,203027,188,1794.0
A-n45-k6,SSA,1,203027,189,1794.0
A-n45-k6,SSA,1,203027,190,1794.0
A-n45-k6,SSA,1,203027,191,1794.0
A-n45-k6,SSA,1,203027,192,1794.0
A-n45-k6,SSA,1,203027,193,1794.0
A-n45-k6,SSA,1,203027,194,1794.0
A-n45-k6,SSA,1,203027,195,1794.0
A-n45-k6,SSA,1,203027,196,1794.0
A-n45-k6,SSA,1,203027,197,1794.0
A-n45-k6,SSA,1,203027,198,1794.0
A-n45-k6,SSA,1,203027,199,1794.0
A-n45-k6,SSA,1,203027,200,1794.0
A-n45-k6,SSA,2,203028,1,2185.0
A-n45-k6,SSA,2,203028,2,2170.0
A-n45-k6,SSA,2,203028,3,2170.0
A-n45-k6,SSA,2,203028,4,2071.0
A-n45-k6,SSA,2,203028,5,2071.0
A-n45-k6,SSA,2,203028,6,2033.0
A-n45-k6,SSA,2,203028,7,2033.0
A-n45-k6,SSA,2,203028,8,2033.0
A-n45-k6,SSA,2,203028,9,2033.0
A-n45-k6,SSA,2,203028,10,2033.0
A-n45-k6,SSA,2,203028,11,2033.0
A-n45-k6,SSA,2,203028,12,2033.0
A-n45-k6,SSA,2,203028,13,2033.0
A-n45-k6,SSA,2,203028,14,2033.0
A-n45-k6,SSA,2,203028,15,1935.0
A-n45-k6,SSA,2,203028,16,1935.0
A-n45-k6,SSA,2,203028,17,1935.0
A-n45-k6,SSA,2,203028,18,1935.0
A-n45-k6,SSA,2,203028,19,1935.0
A-n45-k6,SSA,2,203028,20,1935.0
A-n45-k6,SSA,2,203028,21,1935.0
A-n45-k6,SSA,2,203028,22,1935.0
A-n45-k6,SSA,2,203028,23,1935.0
A-n45-k6,SSA,2,203028,24,1935.0
A-n45-k6,SSA,2,203028,25,1935.0
A-n45-k6,SSA,2,203028,26,1935.0
A-n45-k6,SSA,2,203028,27,1935.0
A-n45-k6,SSA,2,203028,28,1935.0
A-n45-k6,SSA,2,203028,29,1935.0
A-n45-k6,SSA,2,203028,30,1935.0
A-n45-k6,SSA,2,203028,31,1935.0
A-n45-k6,SSA,2,203028,32,1935.0
A-n45-k6,SSA,2,203028,33,1935.0
A-n45-k6,SSA,2,203028,34,1935.0
A-n45-k6,SSA,2,203028,35,1935.0
A-n45-k6,SSA,2,203028,36,1935.0
A-n45-k6,SSA,2,203028,37,1935.0
A-n45-k6,SSA,2,203028,38,1935.0
A-n45-k6,SSA,2,203028,39,1935.0
A-n45-k6,SSA,2,203028,40,1935.0
A-n45-k6,SSA,2,203028,41,1935.0
A-n45-k6,SSA,2,203028,42,1935.0
A-n45-k6,SSA,2,203028,43,1935.0
A-n45-k6,SSA,2,203028,44,1935.0
A-n45-k6,SSA,2,203028,45,1935.0
A-n45-k6,SSA,2,203028,46,1935.0
A-n45-k6,SSA,2,203028,47,1935.0
A-n45-k6,SSA,2,203028,48,1935.0
A-n45-k6,SSA,2,203028,49,1935.0
A-n45-k6,SSA,2,203028,50,1935.0
A-n45-k6,SSA,2,203028,51,1935.0
A-n45-k6,SSA,2,203028,52,1935.0
A-n45-k6,SSA,2,203028,53,1935.0
A-n45-k6,SSA,2,203028,54,1935.0
A-n45-k6,SSA,2,203028,55,1935.0
A-n45-k6,SSA,2,203028,56,1935.0
A-n45-k6,SSA,2,203028,57,1785.0
A-n45-k6,SSA,2,203028,58,1785.0
A-n45-k6,SSA,2,203028,59,1785.0
A-n45-k6,SSA,2,203028,60,1785.0
A-n45-k6,SSA,2,203028,61,1785.0
A-n45-k6,SSA,2,203028,62,1785.0
A-n45-k6,SSA,2,203028,63,1785.0
A-n45-k6,SSA,2,203028,64,1785.0
A-n45-k6,SSA,2,203028,65,1785.0
A-n45-k6,SSA,2,203028,66,1785.0
A-n45-k6,SSA,2,203028,67,1785.0
A-n45-k6,SSA,2,203028,68,1785.0
A-n45-k6,SSA,2,203028,69,1785.0
A-n45-k6,SSA,2,203028,70,1785.0
A-n45-k6,SSA,2,203028,71,1785.0
A-n45-k6,SSA,2,203028,72,1785.0
A-n45-k6,SSA,2,203028,73,1785.0
A-n45-k6,SSA,2,203028,74,1785.0
A-n45-k6,SSA,2,203028,75,1785.0
A-n45-k6,SSA,2,203028,76,1785.0
A-n45-k6,SSA,2,203028,77,1785.0
A-n45-k6,SSA,2,203028,78,1785.0
A-n45-k6,SSA,2,203028,79,1785.0
A-n45-k6,SSA,2,203028,80,1785.0
A-n45-k6,SSA,2,203028,81,1785.0
A-n45-k6,SSA,2,203028,82,1785.0
A-n45-k6,SSA,2,203028,83,1785.0
A-n45-k6,SSA,2,203028,84,1785.0
A-n45-k6,SSA,2,203028,85,1785.0
A-n45-k6,SSA,2,203028,86,1785.0
A-n45-k6,SSA,2,203028,87,1785.0
A-n45-k6,SSA,2,203028,88,1785.0
A-n45-k6,SSA,2,203028,89,1785.0
A-n45-k6,SSA,2,203028,90,1785.0
A-n45-k6,SSA,2,203028,91,1785.0
A-n45-k6,SSA,2,203028,92,1785.0
A-n45-k6,SSA,2,203028,93,1785.0
A-n45-k6,SSA,2,203028,94,1785.0
A-n45-k6,SSA,2,203028,95,1785.0
A-n45-k6,SSA,2,203028,96,1785.0
A-n45-k6,SSA,2,203028,97,1785.0
A-n45-k6,SSA,2,203028,98,1785.0
A-n45-k6,SSA,2,203028,99,1785.0
A-n45-k6,SSA,2,203028,100,1785.0
A-n45-k6,SSA,2,203028,101,1785.0
A-n45-k6,SSA,2,203028,102,1785.0
A-n45-k6,SSA,2,203028,103,1785.0
A-n45-k6,SSA,2,203028,104,1785.0
A-n45-k6,SSA,2,203028,105,1785.0
A-n45-k6,SSA,2,203028,106,1785.0
A-n45-k6,SSA,2,203028,107,1785.0
A-n45-k6,SSA,2,203028,108,1785.0
A-n45-k6,SSA,2,203028,109,1785.0
A-n45-k6,SSA,2,203028,110,1785.0
A-n45-k6,SSA,2,203028,111,1785.0
A-n45-k6,SSA,2,203028,112,1785.0
A-n45-k6,SSA,2,203028,113,1785.0
A-n45-k6,SSA,2,203028,114,1785.0
A-n45-k6,SSA,2,203028,115,1785.0
A-n45-k6,SSA,2,203028,116,1785.0
A-n45-k6,SSA,2,203028,117,1785.0
A-n45-k6,SSA,2,203028,118,1785.0
A-n45-k6,SSA,2,203028,119,1785.0
A-n45-k6,SSA,2,203028,120,1785.0
A-n45-k6,SSA,2,203028,121,1785.0
A-n45-k6,SSA,2,203028,122,1785.0
A-n45-k6,SSA,2,203028,123,1785.0
A-n45-k6,SSA,2,203028,124,1785.0
A-n45-k6,SSA,2,203028,125,1774.0
A-n45-k6,SSA,2,203028,126,1774.0
A-n45-k6,SSA,2,203028,127,1774.0
A-n45-k6,SSA,2,203028,128,1774.0
A-n45-k6,SSA,2,203028,129,1774.0
A-n45-k6,SSA,2,203028,130,1774.0
A-n45-k6,SSA,2,203028,131,1774.0
A-n45-k6,SSA,2,203028,132,1774.0
A-n45-k6,SSA,2,203028,133,1774.0
A-n45-k6,SSA,2,203028,134,1774.0
A-n45-k6,SSA,2,203028,135,1774.0
A-n45-k6,SSA,2,203028,136,1704.0
A-n45-k6,SSA,2,203028,137,1704.0
A-n45-k6,SSA,2,203028,138,1704.0
A-n45-k6,SSA,2,203028,139,1704.0
A-n45-k6,SSA,2,203028,140,1704.0
A-n45-k6,SSA,2,203028,141,1704.0
A-n45-k6,SSA,2,203028,142,1704.0
A-n45-k6,SSA,2,203028,143,1704.0
A-n45-k6,SSA,2,203028,144,1704.0
A-n45-k6,SSA,2,203028,145,1704.0
A-n45-k6,SSA,2,203028,146,1704.0
A-n45-k6,SSA,2,203028,147,1704.0
A-n45-k6,SSA,2,203028,148,1704.0
A-n45-k6,SSA,2,203028,149,1704.0
A-n45-k6,SSA,2,203028,150,1704.0
A-n45-k6,SSA,2,203028,151,1704.0
A-n45-k6,SSA,2,203028,152,1704.0
A-n45-k6,SSA,2,203028,153,1704.0
A-n45-k6,SSA,2,203028,154,1704.0
A-n45-k6,SSA,2,203028,155,1704.0
A-n45-k6,SSA,2,203028,156,1704.0
A-n45-k6,SSA,2,203028,157,1704.0
A-n45-k6,SSA,2,203028,158,1704.0
A-n45-k6,SSA,2,203028,159,1704.0
A-n45-k6,SSA,2,203028,160,1704.0
A-n45-k6,SSA,2,203028,161,1702.0
A-n45-k6,SSA,2,203028,162,1702.0
A-n45-k6,SSA,2,203028,163,1702.0
A-n45-k6,SSA,2,203028,164,1702.0
A-n45-k6,SSA,2,203028,165,1662.0
A-n45-k6,SSA,2,203028,166,1662.0
A-n45-k6,SSA,2,203028,167,1662.0
A-n45-k6,SSA,2,203028,168,1662.0
A-n45-k6,SSA,2,203028,169,1662.0
A-n45-k6,SSA,2,203028,170,1662.0
A-n45-k6,SSA,2,203028,171,1662.0
A-n45-k6,SSA,2,203028,172,1662.0
A-n45-k6,SSA,2,203028,173,1662.0
A-n45-k6,SSA,2,203028,174,1650.0
A-n45-k6,SSA,2,203028,175,1650.0
A-n45-k6,SSA,2,203028,176,1650.0
A-n45-k6,SSA,2,203028,177,1650.0
A-n45-k6,SSA,2,203028,178,1650.0
A-n45-k6,SSA,2,203028,179,1650.0
A-n45-k6,SSA,2,203028,180,1650.0
A-n45-k6,SSA,2,203028,181,1650.0
A-n45-k6,SSA,2,203028,182,1650.0
A-n45-k6,SSA,2,203028,183,1650.0
A-n45-k6,SSA,2,203028,184,1650.0
A-n45-k6,SSA,2,203028,185,1650.0
A-n45-k6,SSA,2,203028,186,1650.0
A-n45-k6,SSA,2,203028,187,1650.0
A-n45-k6,SSA,2,203028,188,1650.0
A-n45-k6,SSA,2,203028,189,1650.0
A-n45-k6,SSA,2,203028,190,1650.0
A-n45-k6,SSA,2,203028,191,1650.0
A-n45-k6,SSA,2,203028,192,1650.0
A-n45-k6,SSA,2,203028,193,1650.0
A-n45-k6,SSA,2,203028,194,1650.0
A-n45-k6,SSA,2,203028,195,1650.0
A-n45-k6,SSA,2,203028,196,1650.0
A-n45-k6,SSA,2,203028,197,1650.0
A-n45-k6,SSA,2,203028,198,1650.0
A-n45-k6,SSA,2,203028,199,1650.0
A-n45-k6,SSA,2,203028,200,1650.0
A-n45-k6,SSA,3,203029,1,2039.0
A-n45-k6,SSA,3,203029,2,2039.0
A-n45-k6,SSA,3,203029,3,2039.0
A-n45-k6,SSA,3,203029,4,2039.0
A-n45-k6,SSA,3,203029,5,2039.0
A-n45-k6,SSA,3,203029,6,2039.0
A-n45-k6,SSA,3,203029,7,2039.0
A-n45-k6,SSA,3,203029,8,2039.0
A-n45-k6,SSA,3,203029,9,2039.0
A-n45-k6,SSA,3,203029,10,2039.0
A-n45-k6,SSA,3,203029,11,2039.0
A-n45-k6,SSA,3,203029,12,2039.0
A-n45-k6,SSA,3,203029,13,2039.0
A-n45-k6,SSA,3,203029,14,2039.0
A-n45-k6,SSA,3,203029,15,2039.0
A-n45-k6,SSA,3,203029,16,2039.0
A-n45-k6,SSA,3,203029,17,2039.0
A-n45-k6,SSA,3,203029,18,2039.0
A-n45-k6,SSA,3,203029,19,2039.0
A-n45-k6,SSA,3,203029,20,2033.0
A-n45-k6,SSA,3,203029,21,2033.0
A-n45-k6,SSA,3,203029,22,2015.0
A-n45-k6,SSA,3,203029,23,2015.0
A-n45-k6,SSA,3,203029,24,2015.0
A-n45-k6,SSA,3,203029,25,2015.0
A-n45-k6,SSA,3,203029,26,2015.0
A-n45-k6,SSA,3,203029,27,2015.0
A-n45-k6,SSA,3,203029,28,2015.0
A-n45-k6,SSA,3,203029,29,2015.0
A-n45-k6,SSA,3,203029,30,2015.0
A-n45-k6,SSA,3,203029,31,2015.0
A-n45-k6,SSA,3,203029,32,2015.0
A-n45-k6,SSA,3,203029,33,2015.0
A-n45-k6,SSA,3,203029,34,2015.0
A-n45-k6,SSA,3,203029,35,1955.0
A-n45-k6,SSA,3,203029,36,1955.0
A-n45-k6,SSA,3,203029,37,1955.0
A-n45-k6,SSA,3,203029,38,1955.0
A-n45-k6,SSA,3,203029,39,1955.0
A-n45-k6,SSA,3,203029,40,1955.0
A-n45-k6,SSA,3,203029,41,1955.0
A-n45-k6,SSA,3,203029,42,1955.0
A-n45-k6,SSA,3,203029,43,1885.0
A-n45-k6,SSA,3,203029,44,1885.0
A-n45-k6,SSA,3,203029,45,1885.0
A-n45-k6,SSA,3,203029,46,1885.0
A-n45-k6,SSA,3,203029,47,1885.0
A-n45-k6,SSA,3,203029,48,1885.0
A-n45-k6,SSA,3,203029,49,1885.0
A-n45-k6,SSA,3,203029,50,1885.0
A-n45-k6,SSA,3,203029,51,1885.0
A-n45-k6,SSA,3,203029,52,1885.0
A-n45-k6,SSA,3,203029,53,1885.0
A-n45-k6,SSA,3,203029,54,1885.0
A-n45-k6,SSA,3,203029,55,1885.0
A-n45-k6,SSA,3,203029,56,1885.0
A-n45-k6,SSA,3,203029,57,1885.0
A-n45-k6,SSA,3,203029,58,1885.0
A-n45-k6,SSA,3,203029,59,1885.0
A-n45-k6,SSA,3,203029,60,1885.0
A-n45-k6,SSA,3,203029,61,1885.0
A-n45-k6,SSA,3,203029,62,1885.0
A-n45-k6,SSA,3,203029,63,1885.0
A-n45-k6,SSA,3,203029,64,1885.0
A-n45-k6,SSA,3,203029,65,1885.0
A-n45-k6,SSA,3,203029,66,1885.0
A-n45-k6,SSA,3,203029,67,1885.0
A-n45-k6,SSA,3,203029,68,1885.0
A-n45-k6,SSA,3,203029,69,1885.0
A-n45-k6,SSA,3,203029,70,1885.0
A-n45-k6,SSA,3,203029,71,1885.0
A-n45-k6,SSA,3,203029,72,1885.0
A-n45-k6,SSA,3,203029,73,1885.0
A-n45-k6,SSA,3,203029,74,1885.0
A-n45-k6,SSA,3,203029,75,1885.0
A-n45-k6,SSA,3,203029,76,1885.0
A-n45-k6,SSA,3,203029,77,1885.0
A-n45-k6,SSA,3,203029,78,1885.0
A-n45-k6,SSA,3,203029,79,1885.0
A-n45-k6,SSA,3,203029,80,1885.0
A-n45-k6,SSA,3,203029,81,1885.0
A-n45-k6,SSA,3,203029,82,1885.0
A-n45-k6,SSA,3,203029,83,1885.0
A-n45-k6,SSA,3,203029,84,1885.0
A-n45-k6,SSA,3,203029,85,1885.0
A-n45-k6,SSA,3,203029,86,1885.0
A-n45-k6,SSA,3,203029,87,1885.0
A-n45-k6,SSA,3,203029,88,1885.0
A-n45-k6,SSA,3,203029,89,1885.0
A-n45-k6,SSA,3,203029,90,1885.0
A-n45-k6,SSA,3,203029,91,1885.0
A-n45-k6,SSA,3,203029,92,1885.0
A-n45-k6,SSA,3,203029,93,1885.0
A-n45-k6,SSA,3,203029,94,1885.0
A-n45-k6,SSA,3,203029,95,1885.0
A-n45-k6,SSA,3,203029,96,1885.0
A-n45-k6,SSA,3,203029,97,1885.0
A-n45-k6,SSA,3,203029,98,1885.0
A-n45-k6,SSA,3,203029,99,1885.0
A-n45-k6,SSA,3,203029,100,1885.0
A-n45-k6,SSA,3,203029,101,1885.0
A-n45-k6,SSA,3,203029,102,1885.0
A-n45-k6,SSA,3,203029,103,1885.0
A-n45-k6,SSA,3,203029,104,1885.0
A-n45-k6,SSA,3,203029,105,1885.0
A-n45-k6,SSA,3,203029,106,1885.0
A-n45-k6,SSA,3,203029,107,1885.0
A-n45-k6,SSA,3,203029,108,1885.0
A-n45-k6,SSA,3,203029,109,1885.0
A-n45-k6,SSA,3,203029,110,1885.0
A-n45-k6,SSA,3,203029,111,1885.0
A-n45-k6,SSA,3,203029,112,1885.0
A-n45-k6,SSA,3,203029,113,1885.0
A-n45-k6,SSA,3,203029,114,1885.0
A-n45-k6,SSA,3,203029,115,1885.0
A-n45-k6,SSA,3,203029,116,1885.0
A-n45-k6,SSA,3,203029,117,1885.0
A-n45-k6,SSA,3,203029,118,1885.0
A-n45-k6,SSA,3,203029,119,1885.0
A-n45-k6,SSA,3,203029,120,1885.0
A-n45-k6,SSA,3,203029,121,1885.0
A-n45-k6,SSA,3,203029,122,1885.0
A-n45-k6,SSA,3,203029,123,1885.0
A-n45-k6,SSA,3,203029,124,1885.0
A-n45-k6,SSA,3,203029,125,1885.0
A-n45-k6,SSA,3,203029,126,1885.0
A-n45-k6,SSA,3,203029,127,1885.0
A-n45-k6,SSA,3,203029,128,1885.0
A-n45-k6,SSA,3,203029,129,1885.0
A-n45-k6,SSA,3,203029,130,1885.0
A-n45-k6,SSA,3,203029,131,1885.0
A-n45-k6,SSA,3,203029,132,1885.0
A-n45-k6,SSA,3,203029,133,1885.0
A-n45-k6,SSA,3,203029,134,1885.0
A-n45-k6,SSA,3,203029,135,1885.0
A-n45-k6,SSA,3,203029,136,1885.0
A-n45-k6,SSA,3,203029,137,1885.0
A-n45-k6,SSA,3,203029,138,1885.0
A-n45-k6,SSA,3,203029,139,1885.0
A-n45-k6,SSA,3,203029,140,1885.0
A-n45-k6,SSA,3,203029,141,1885.0
A-n45-k6,SSA,3,203029,142,1885.0
A-n45-k6,SSA,3,203029,143,1885.0
A-n45-k6,SSA,3,203029,144,1885.0
A-n45-k6,SSA,3,203029,145,1885.0
A-n45-k6,SSA,3,203029,146,1885.0
A-n45-k6,SSA,3,203029,147,1885.0
A-n45-k6,SSA,3,203029,148,1885.0
A-n45-k6,SSA,3,203029,149,1885.0
A-n45-k6,SSA,3,203029,150,1885.0
A-n45-k6,SSA,3,203029,151,1885.0
A-n45-k6,SSA,3,203029,152,1885.0
A-n45-k6,SSA,3,203029,153,1885.0
A-n45-k6,SSA,3,203029,154,1885.0
A-n45-k6,SSA,3,203029,155,1885.0
A-n45-k6,SSA,3,203029,156,1885.0
A-n45-k6,SSA,3,203029,157,1885.0
A-n45-k6,SSA,3,203029,158,1885.0
A-n45-k6,SSA,3,203029,159,1885.0
A-n45-k6,SSA,3,203029,160,1885.0
A-n45-k6,SSA,3,203029,161,1885.0
A-n45-k6,SSA,3,203029,162,1885.0
A-n45-k6,SSA,3,203029,163,1885.0
A-n45-k6,SSA,3,203029,164,1885.0
A-n45-k6,SSA,3,203029,165,1885.0
A-n45-k6,SSA,3,203029,166,1885.0
A-n45-k6,SSA,3,203029,167,1885.0
A-n45-k6,SSA,3,203029,168,1885.0
A-n45-k6,SSA,3,203029,169,1885.0
A-n45-k6,SSA,3,203029,170,1885.0
A-n45-k6,SSA,3,203029,171,1885.0
A-n45-k6,SSA,3,203029,172,1885.0
A-n45-k6,SSA,3,203029,173,1885.0
A-n45-k6,SSA,3,203029,174,1885.0
A-n45-k6,SSA,3,203029,175,1885.0
A-n45-k6,SSA,3,203029,176,1838.0
A-n45-k6,SSA,3,203029,177,1838.0
A-n45-k6,SSA,3,203029,178,1838.0
A-n45-k6,SSA,3,203029,179,1838.0
A-n45-k6,SSA,3,203029,180,1838.0
A-n45-k6,SSA,3,203029,181,1838.0
A-n45-k6,SSA,3,203029,182,1838.0
A-n45-k6,SSA,3,203029,183,1838.0
A-n45-k6,SSA,3,203029,184,1838.0
A-n45-k6,SSA,3,203029,185,1838.0
A-n45-k6,SSA,3,203029,186,1838.0
A-n45-k6,SSA,3,203029,187,1838.0
A-n45-k6,SSA,3,203029,188,1838.0
A-n45-k6,SSA,3,203029,189,1817.0
A-n45-k6,SSA,3,203029,190,1817.0
A-n45-k6,SSA,3,203029,191,1817.0
A-n45-k6,SSA,3,203029,192,1817.0
A-n45-k6,SSA,3,203029,193,1817.0
A-n45-k6,SSA,3,203029,194,1817.0
A-n45-k6,SSA,3,203029,195,1817.0
A-n45-k6,SSA,3,203029,196,1817.0
A-n45-k6,SSA,3,203029,197,1817.0
A-n45-k6,SSA,3,203029,198,1817.0
A-n45-k6,SSA,3,203029,199,1817.0
A-n45-k6,SSA,3,203029,200,1817.0
A-n45-k6,M-WOA,1,204027,1,1525.0
A-n45-k6,M-WOA,1,204027,2,1477.0
A-n45-k6,M-WOA,1,204027,3,1423.0
A-n45-k6,M-WOA,1,204027,4,1398.0
A-n45-k6,M-WOA,1,204027,5,1398.0
A-n45-k6,M-WOA,1,204027,6,1398.0
A-n45-k6,M-WOA,1,204027,7,1398.0
A-n45-k6,M-WOA,1,204027,8,1398.0
A-n45-k6,M-WOA,1,204027,9,1398.0
A-n45-k6,M-WOA,1,204027,10,1398.0
A-n45-k6,M-WOA,1,204027,11,1398.0
A-n45-k6,M-WOA,1,204027,12,1398.0
A-n45-k6,M-WOA,1,204027,13,1398.0
A-n45-k6,M-WOA,1,204027,14,1387.0
A-n45-k6,M-WOA,1,204027,15,1387.0
A-n45-k6,M-WOA,1,204027,16,1387.0
A-n45-k6,M-WOA,1,204027,17,1377.0
A-n45-k6,M-WOA,1,204027,18,1377.0
A-n45-k6,M-WOA,1,204027,19,1372.0
A-n45-k6,M-WOA,1,204027,20,1365.0
A-n45-k6,M-WOA,1,204027,21,1327.0
A-n45-k6,M-WOA,1,204027,22,1327.0
A-n45-k6,M-WOA,1,204027,23,1327.0
A-n45-k6,M-WOA,1,204027,24,1325.0
A-n45-k6,M-WOA,1,204027,25,1304.0
A-n45-k6,M-WOA,1,204027,26,1300.0
A-n45-k6,M-WOA,1,204027,27,1300.0
A-n45-k6,M-WOA,1,204027,28,1300.0
A-n45-k6,M-WOA,1,204027,29,1288.0
A-n45-k6,M-WOA,1,204027,30,1261.0
A-n45-k6,M-WOA,1,204027,31,1261.0
A-n45-k6,M-WOA,1,204027,32,1261.0
A-n45-k6,M-WOA,1,204027,33,1261.0
A-n45-k6,M-WOA,1,204027,34,1261.0
A-n45-k6,M-WOA,1,204027,35,1261.0
A-n45-k6,M-WOA,1,204027,36,1244.0
A-n45-k6,M-WOA,1,204027,37,1238.0
A-n45-k6,M-WOA,1,204027,38,1217.0
A-n45-k6,M-WOA,1,204027,39,1214.0
A-n45-k6,M-WOA,1,204027,40,1214.0
A-n45-k6,M-WOA,1,204027,41,1214.0
A-n45-k6,M-WOA,1,204027,42,1214.0
A-n45-k6,M-WOA,1,204027,43,1214.0
A-n45-k6,M-WOA,1,204027,44,1214.0
A-n45-k6,M-WOA,1,204027,45,1214.0
A-n45-k6,M-WOA,1,204027,46,1214.0
A-n45-k6,M-WOA,1,204027,47,1214.0
A-n45-k6,M-WOA,1,204027,48,1214.0
A-n45-k6,M-WOA,1,204027,49,1214.0
A-n45-k6,M-WOA,1,204027,50,1214.0
A-n45-k6,M-WOA,1,204027,51,1214.0
A-n45-k6,M-WOA,1,204027,52,1214.0
A-n45-k6,M-WOA,1,204027,53,1214.0
A-n45-k6,M-WOA,1,204027,54,1214.0
A-n45-k6,M-WOA,1,204027,55,1214.0
A-n45-k6,M-WOA,1,204027,56,1214.0
A-n45-k6,M-WOA,1,204027,57,1214.0
A-n45-k6,M-WOA,1,204027,58,1214.0
A-n45-k6,M-WOA,1,204027,59,1214.0
A-n45-k6,M-WOA,1,204027,60,1214.0
A-n45-k6,M-WOA,1,204027,61,1214.0
A-n45-k6,M-WOA,1,204027,62,1214.0
A-n45-k6,M-WOA,1,204027,63,1214.0
A-n45-k6,M-WOA,1,204027,64,1214.0
A-n45-k6,M-WOA,1,204027,65,1214.0
A-n45-k6,M-WOA,1,204027,66,1214.0
A-n45-k6,M-WOA,1,204027,67,1214.0
A-n45-k6,M-WOA,1,204027,68,1214.0
A-n45-k6,M-WOA,1,204027,69,1214.0
A-n45-k6,M-WOA,1,204027,70,1214.0
A-n45-k6,M-WOA,1,204027,71,1214.0
A-n45-k6,M-WOA,1,204027,72,1214.0
A-n45-k6,M-WOA,1,204027,73,1214.0
A-n45-k6,M-WOA,1,204027,74,1214.0
A-n45-k6,M-WOA,1,204027,75,1214.0
A-n45-k6,M-WOA,1,204027,76,1214.0
A-n45-k6,M-WOA,1,204027,77,1214.0
A-n45-k6,M-WOA,1,204027,78,1214.0
A-n45-k6,M-WOA,1,204027,79,1214.0
A-n45-k6,M-WOA,1,204027,80,1214.0
A-n45-k6,M-WOA,1,204027,81,1214.0
A-n45-k6,M-WOA,1,204027,82,1214.0
A-n45-k6,M-WOA,1,204027,83,1214.0
A-n45-k6,M-WOA,1,204027,84,1214.0
A-n45-k6,M-WOA,1,204027,85,1214.0
A-n45-k6,M-WOA,1,204027,86,1214.0
A-n45-k6,M-WOA,1,204027,87,1214.0
A-n45-k6,M-WOA,1,204027,88,1214.0
A-n45-k6,M-WOA,1,204027,89,1214.0
A-n45-k6,M-WOA,1,204027,90,1214.0
A-n45-k6,M-WOA,1,204027,91,1214.0
A-n45-k6,M-WOA,1,204027,92,1214.0
A-n45-k6,M-WOA,1,204027,93,1214.0
A-n45-k6,M-WOA,1,204027,94,1214.0
A-n45-k6,M-WOA,1,204027,95,1214.0
A-n45-k6,M-WOA,1,204027,96,1214.0
A-n45-k6,M-WOA,1,204027,97,1214.0
A-n45-k6,M-WOA,1,204027,98,1214.0
A-n45-k6,M-WOA,1,204027,99,1214.0
A-n45-k6,M-WOA,1,204027,100,1214.0
A-n45-k6,M-WOA,1,204027,101,1214.0
A-n45-k6,M-WOA,1,204027,102,1214.0
A-n45-k6,M-WOA,1,204027,103,1214.0
A-n45-k6,M-WOA,1,204027,104,1214.0
A-n45-k6,M-WOA,1,204027,105,1214.0
A-n45-k6,M-WOA,1,204027,106,1214.0
A-n45-k6,M-WOA,1,204027,107,1214.0
A-n45-k6,M-WOA,1,204027,108,1214.0
A-n45-k6,M-WOA,1,204027,109,1214.0
A-n45-k6,M-WOA,1,204027,110,1214.0
A-n45-k6,M-WOA,1,204027,111,1214.0
A-n45-k6,M-WOA,1,204027,112,1214.0
A-n45-k6,M-WOA,1,204027,113,1214.0
A-n45-k6,M-WOA,1,204027,114,1214.0
A-n45-k6,M-WOA,1,204027,115,1214.0
A-n45-k6,M-WOA,1,204027,116,1214.0
A-n45-k6,M-WOA,1,204027,117,1214.0
A-n45-k6,M-WOA,1,204027,118,1214.0
A-n45-k6,M-WOA,1,204027,119,1214.0
A-n45-k6,M-WOA,1,204027,120,1214.0
A-n45-k6,M-WOA,1,204027,121,1214.0
A-n45-k6,M-WOA,1,204027,122,1214.0
A-n45-k6,M-WOA,1,204027,123,1214.0
A-n45-k6,M-WOA,1,204027,124,1214.0
A-n45-k6,M-WOA,1,204027,125,1214.0
A-n45-k6,M-WOA,1,204027,126,1214.0
A-n45-k6,M-WOA,1,204027,127,1214.0
A-n45-k6,M-WOA,1,204027,128,1214.0
A-n45-k6,M-WOA,1,204027,129,1214.0
A-n45-k6,M-WOA,1,204027,130,1214.0
A-n45-k6,M-WOA,1,204027,131,1214.0
A-n45-k6,M-WOA,1,204027,132,1214.0
A-n45-k6,M-WOA,1,204027,133,1214.0
A-n45-k6,M-WOA,1,204027,134,1214.0
A-n45-k6,M-WOA,1,204027,135,1214.0
A-n45-k6,M-WOA,1,204027,136,1214.0
A-n45-k6,M-WOA,1,204027,137,1214.0
A-n45-k6,M-WOA,1,204027,138,1214.0
A-n45-k6,M-WOA,1,204027,139,1214.0
A-n45-k6,M-WOA,1,204027,140,1214.0
A-n45-k6,M-WOA,1,204027,141,1214.0
A-n45-k6,M-WOA,1,204027,142,1214.0
A-n45-k6,M-WOA,1,204027,143,1214.0
A-n45-k6,M-WOA,1,204027,144,1214.0
A-n45-k6,M-WOA,1,204027,145,1214.0
A-n45-k6,M-WOA,1,204027,146,1214.0
A-n45-k6,M-WOA,1,204027,147,1214.0
A-n45-k6,M-WOA,1,204027,148,1214.0
A-n45-k6,M-WOA,1,204027,149,1214.0
A-n45-k6,M-WOA,1,204027,150,1214.0
